13821268	13
13611693	15
13680969	34
13730168	34
13681928	28
13730545	34
13681194	21
13612013	22
13731393	28
13681560	34
13828403	15
13680216	21
13716003	15
13829937	13
13812140	15
13818707	19
13716495	28
13729128	34
13729680	28
13865119	22
13813011	13
13611436	34
13680625	13
13682111	34
13864408	22
13681509	15
13682223	12
13729602	6
13818361	21
13821778	22
13865298	28
13680874	8
13727702	13
13819698	19
13828146	10
13819724	9
13681924	21
13821035	28
13864917	28
13730730	34
13730522	21
13730778	15
13815679	13
13716512	22
13612049	34
13730333	13
13681165-1	13
13611834	23
13816051	28
13810093	13
13727962	19
13862566	22
13730927	10
13819626	13
13729256	13
13864921	13
13717284	19
13820710	28
13715786	28
13864952	15
13730578	22
13716485	13
13680358	6
13819017	22
13819627	28
13731107	10
13819533	15
13829543	34
13830143	22
13812901	13
13815477	22
13864977	15
13728129	19
13811007	13
13682536	10
13820543	15
13818311	12
13819098	15
13728763	34
13715895	13
13813827	28
13681721	13
13821284	34
13821073	34
13863055	22
13716119	34
13716169	13
13612245	21
13828780	34
13682307	12
13815437	28
13730881	22
13728369-1	34
13715824	34
13865176	9
13682269	13
13728099	10
13862329	28
13829943	28
13862409	13
13681010	28
13828943	19
13717052	22
13829210	34
13828473	22
13828949	34
13681987	13
13716619	19
13716075	9
13731085	28
13680843	34
13729583	28
13731321	13
13728067	12
13611929	28
13731391	13
13612194	22
13716087	19
13828227	22
13863223	22
13829640	8
13828336	13
13862341	13
13612024	22
13731505	12
13727992-1	28
13681079	10
13814769	28
13864517	21
13809884	12
13680352	33
13830106	34
13716129	19
13681757	11
13820984	21
13681755	21
13829396	13
13681405	22
13820950	34
13864654	15
13828411	28
13716504	28
13821656	11
13730814	33
13814888	22
13821251	15
13830077	8
13727832	19
13730976	8
13611757	12
13681621	13
13680702	34
13811296	28
13810083	12
13611740	22
13611714	19
13716588	10
13728148	13
13716254	28
13810149	34
13728835	33
13731212	12
13865040	28
13682204	22
13829899	34
13816899	10
13813888	19
13731225	15
13682248	23
13810207	15
13729149	11
13828432	34
13728300	34
13810177	28
13730403	15
13681886	34
13728819	34
13611458-1	28
13730606	10
13682266	10
13821126	12
13829710	34
13821325	22
13612147	13
13680480	13
13729455	22
13863226	10
13728535	21
13862347	13
13728698-1	34
13819478	34
13731344	34
13681335	28
13811388	10
13729695	6
13729076	21
13810336	15
13681084	28
13680347	28
13716807	34
13682221	34
13729178	22
13681075	15
13862519	22
13716982	6
13717309	22
13729802	22
13829029	19
13821323	28
13864448	8
13681047	17
13821669	13
13862513	13
13809909	10
13829083	34
13830135	13
13611567	34
13731477	13
13829744	19
13818932	13
13612134	22
13682409	28
13729103	28
13864578	21
13818716	34
13814235	13
13728495	34
13864890	28
13813695	22
13730094	28
13820513	28
13611884-1	34
13717092	34
13682134	22
13821554	22
13865301	34
13680993	28
13680387	22
13611460	13
13821356	21
13820776	28
13611799	15
13682118	8
13680286	13
13817847	11
13682419	15
13680227	28
13729399	34
13730145	13
13821588	28
13730678	10
13828477	22
13828779	8
13816998	13
13727927	13
13729972	13
13731184	17
13682287	22
13728432	22
13680404	34
13828584	22
13819068	13
13611680	34
13716638	13
13828316	22
13821420	22
13730635	15
13681093	13
13681482	34
13611370	23
13820209	22
13715827	19
13829919	17
13821448	34
13730164	13
13821583	15
13862754	22
13819277	34
13612154	17
13716336	33
13680442	13
13862683	22
13864490	23
13730432	22
13680737	34
13819108	15
13730348	13
13828587	9
13828022-1	13
13729584	13
13680826	9
13865006	12
13716905	28
13730619	15
13681203	13
13815421	22
13828505	34
13716957	34
13829569	13
13729275	22
13829296	19
13611442	13
13717198	33
13827924	28
13729525	15
13829179	28
13816842	10
13611822	34
13717169	28
13682597	22
13729534	13
13727579	7
13681972	13
13682397	28
13681605	11
13730987	19
13810073	15
13727934	9
13716072	21
13863131	22
13820610-1	21
13681241	7
13730001	13
13681603	15
13681503	13
13829636	21
13820577	15
13821443	28
13814648	13
13682447	15
13716170	22
13819822	22
13681714	34
13728433	13
13820579	12
13682408	28
13727624	13
13731506	9
13731254	19
13728818	13
13817335	21
13862283	34
13828550	21
13829902	22
13828281	28
13681989	10
13819472	22
13811792	7
13813083	6
13862593	15
13611749	15
13728321-1	13
13731258	10
13814886	34
13681871	10
13682100	34
13681102	28
13729197	13
13680968	34
13680767	22
13827932	13
13730560	13
13682578	6
13682475	13
13680955	22
13729118	19
13730685	13
13728122	10
13716405	34
13681171	7
13682188	7
13817819	13
13819721	23
13730570	22
13828334	34
13864673	19
13730771	34
13728528	17
13680873	28
13810096	15
13730077	12
13828328	15
13730593	12
13611413	15
13728290	34
13727811	22
13862791	21
13611616	21
13821034	28
13862536	28
13828451	34
13717358	21
13828297	22
13717250	10
13828274	34
13716518	13
13728954	13
13680247	15
13865102	13
13864950	13
13729704	8
13865120	34
13681594	15
13611426	15
13730553	11
13865144	13
13819831	13
13729409	34
13682461-1	34
13611836	13
13829607	13
13728118	13
13863014	28
13828110	21
13680401	9
13731424	22
13729106-1	15
13863084	22
13830127	28
13681429	21
13681520	28
13731240	12
13829372	21
13729918	28
13716782	22
13728821	34
13829842	34
13821023	34
13730896	28
13820473	15
13829374	12
13681619	10
13611491	13
13810230	9
13729996	34
13815087	28
13612019	34
13731495	22
13821847	22
13829367	17
13828762	22
13817550	28
13729140	21
13829783	22
13716595	19
13863098	22
13819045	28
13819958	28
13611946	28
13865481	28
13728157	28
13828502	8
13681191	22
13682380	28
13813401	15
13611734	19
13727920	34
13864476	10
13731446	10
13717307	21
13864836	10
13681870	13
13817081	34
13681521	9
13731261	21
13727739	28
13728825	8
13730473	13
13814020	34
13829508	28
13809978	12
13829183	21
13828929	28
13727581	13
13728981	21
13863081	28
13821497	28
13810494	28
13728942	7
13864860	28
13731138	34
13727549	34
13821299	10
13829232	22
13827939	28
13862717	8
13729811	19
13864470	13
13728767-1	34
13730566	19
13715917	15
13864469	28
13716120	13
13810877	28
13729618	13
13717117	13
13731166	34
13682349	6
13829456	34
13682321	34
13813019	13
13682062	34
13811899	28
13862364	28
13814079	28
13862650	10
13716625	34
13819925	11
13716592	34
13730597	8
13864432	12
13716726	19
13730711	13
13862372	22
13730521	22
13680903	34
13864638	10
13810193	13
13864511	13
13611729	13
13680316	10
13728213	22
13731296	22
13728117	34
13864699	10
13810210	19
13830046	12
13730138	28
13731177	19
13728101	34
13810006	22
13730484	12
13682340	13
13809965	13
13731361	21
13682217	28
13727573-1	28
13731055	13
13828119	15
13863035	28
13729445	15
13611880	22
13828456	22
13681174	34
13727810	28
13814606	10
13716413	28
13681516	6
13680521	28
13731077	22
13716564	22
13727763	34
13862356	13
13727705	19
13829478	28
13681362	12
13727716	13
13864453	11
13730863	13
13821078	21
13681055	34
13865057	15
13862663	13
13819324	13
13809894	15
13717011	34
13811786	34
13680782	13
13819440	22
13729761	28
13828346	22
13717034	22
13811563-1	10
13819343	13
13829066	34
13716506	10
13611791	21
13729306	11
13680305	13
13862438	13
13818744	34
13728397	8
13810165	7
13829523	28
13865093	22
13729313	28
13863052	12
13731481	19
13820639	34
13829254	9
13829695	22
13862900	13
13681891	10
13680391	15
13611832	13
13716404	34
13864430	34
13865430	13
13731338	13
13865445	15
13611508	15
13730310	19
13680539	15
13865367	28
13681441	34
13809941	13
13728877	13
13729234	10
13612216	28
13716653	11
13865170	10
13715861	28
13829438	22
13810151	22
13821357	22
13611902-1	34
13820989	10
13717193	9
13829115	34
13818810	13
